undefined;Município;Grande Grupamento Atividade Econômica;Atividade Econômica;CNAE 2.0 Seção;CNAE 2.0 Divisão;CNAE 2.0 Grupo;CNAE 2.0 Classe;CNAE 2.0 Subclasse;Admitidos;Desligados;Saldo;Estoque;Variação Relativa;Tempo de Emprego;Ano_Ref;Mes_Ref
30.403508771929825;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Borracha;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Borracha;Fabricação de Artefatos de Borracha não Especificados Anteriormente;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Borracha;Fabricação de Artefatos de Borracha não Especificados Anteriormente;Fabricação de Artefatos de Borracha não Especificados Anteriormente;2;;;;;;2025;Outubro
30.403508771929825;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;;;;;;;;;2025;Outubro
31.054545454545455;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Artefatos de Material Plástico não Especificados Anteriormente;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Artefatos de Material Plástico não Especificados Anteriormente;Fabricação de Artefatos de Material Plástico para Outros Usos não Especificados Anteriormente;0;2.0;-2;4;-0.33333333333333331;13;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Artefatos de Material Plástico não Especificados Anteriormente;Fabricação de Artefatos de Material Plástico para Uso na Construção, Exceto Tubos e Acessórios;1;-1.0;8;-0.1111111111111111;15;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Artefatos de Material Plástico não Especificados Anteriormente;Fabricação de Artefatos de Material Plástico para Uso Pessoal e Doméstico;7;-0.125;13;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Artefatos de Material Plástico não Especificados Anteriormente;Fabricação de Artefatos de Material Plástico para Usos Industriais;1;51.0;-50;631;-0.073421439060205582;32.431372549019606;2025;Outubro
20;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Embalagens de Material Plástico;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Embalagens de Material Plástico;Fabricação de Embalagens de Material Plástico;8;1.0;7;70;0.1111111111111111;20;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Laminados Planos e Tubulares de Material Plástico;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Borracha e de Material Plástico;Fabricação de Produtos de Material Plástico;Fabricação de Laminados Planos e Tubulares de Material Plástico;Fabricação de Laminados Planos e Tubulares de Material Plástico;2;1.0;66;0.015384615384615385;5;;2025;Outubro
62.666666666666664;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Desdobramento de Madeira;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Desdobramento de Madeira;Desdobramento de Madeira;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Desdobramento de Madeira;Desdobramento de Madeira;Serrarias com Desdobramento de Madeira em Bruto;1;0.0;27;0.038461538461538464;;;2025;Outubro
62.666666666666664;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Artefatos de Madeira, Palha, Cortiça, Vime e Material Trançado não Especificados Anteriormente, Exceto Móveis;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Artefatos de Madeira, Palha, Cortiça, Vime e Material Trançado não Especificados Anteriormente, Exceto Móveis;Fabricação de Artefatos Diversos de Madeira, Exceto Móveis;7;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Artefatos de Tanoaria e de Embalagens de Madeira;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Artefatos de Tanoaria e de Embalagens de Madeira;Fabricação de Artefatos de Tanoaria e de Embalagens de Madeira;22;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Estruturas de Madeira e de Artigos de Carpintaria para Construção;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Estruturas de Madeira e de Artigos de Carpintaria para Construção;Fabricação de Casas de Madeira Pré-Fabricadas;2;;;;;;2025;Outubro
62.666666666666664;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Madeira Laminada e de Chapas de Madeira Compensada, Prensada e Aglomerada;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Madeira;Fabricação de Produtos de Madeira, Cortiça e Material Trançado, Exceto Móveis;Fabricação de Madeira Laminada e de Chapas de Madeira Compensada, Prensada e Aglomerada;Fabricação de Madeira Laminada e de Chapas de Madeira Compensada, Prensada e Aglomerada;13;9.0;4;1072;0.0037453183520599251;62.666666666666664;2025;Outubro
17.25;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;;;;;;;;;;2025;Outubro
8.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas;;;;;;;;;2025;Outubro
11;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas;Fabricação de Artigos de Serralheria, Exceto Esquadrias;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas;Fabricação de Artigos de Serralheria, Exceto Esquadrias;Fabricação de Artigos de Serralheria, Exceto Esquadrias;5;4.0;1;82;0.012345679012345678;11;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas;Fabricação de Ferramentas;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Artigos de Cutelaria, de Serralheria e Ferramentas;Fabricação de Ferramentas;Fabricação de Ferramentas;2;-2.0;64;-0.030303030303030304;6;;2025;Outubro
21.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Estruturas Metálicas e Obras de Caldeiraria Pesada;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Estruturas Metálicas e Obras de Caldeiraria Pesada;Fabricação de Esquadrias de Metal;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Estruturas Metálicas e Obras de Caldeiraria Pesada;Fabricação de Esquadrias de Metal;Fabricação de Esquadrias de Metal;2;0.0;56;0;21.5;;2025;Outubro
7.6;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Artigos de Metal para Uso Doméstico e Pessoal;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Artigos de Metal para Uso Doméstico e Pessoal;Fabricação de Artigos de Metal para Uso Doméstico e Pessoal;14;;;;;;2025;Outubro
7.6;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Produtos de Metal não Especificados Anteriormente;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Outros Produtos de Metal não Especificados Anteriormente;3;2.0;1;173;0.0058139534883720929;8.5;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Produtos de Metal não Especificados Anteriormente;Serviços de Confecção de Armações Metálicas para a Construção;6;7.0;-1;38;-0.02564102564102564;8.2857142857142865;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Produtos de Metal não Especificados Anteriormente;Serviços de Corte e Dobra de Metais;5;1.0;4;78;0.054054054054054057;1;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Produtos de Trefilados de Metal;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Produtos de Metal não Especificados Anteriormente;Fabricação de Produtos de Trefilados de Metal;Fabricação de Produtos de Trefilados de Metal, Exceto Padronizados;2;0.0;2;3;2;;2025;Outubro
5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Tanques, Reservatórios Metálicos e Caldeiras;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Tanques, Reservatórios Metálicos e Caldeiras;Fabricação de Tanques, Reservatórios Metálicos e Caldeiras para Aquecimento Central;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Fabricação de Tanques, Reservatórios Metálicos e Caldeiras;Fabricação de Tanques, Reservatórios Metálicos e Caldeiras para Aquecimento Central;Fabricação de Tanques, Reservatórios Metálicos e Caldeiras para Aquecimento Central;2;0.0;79;0;5;;2025;Outubro
25.545454545454547;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;Produção de Artefatos Estampados de Metal;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;Produção de Artefatos Estampados de Metal;;1;1.0;53;0.019230769230769232;3;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;Produção de Artefatos Estampados de Metal;;28;;;;;;2025;Outubro
26.61904761904762;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;Serviços de Usinagem, Solda, Tratamento e Revestimento em Metais;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;Serviços de Usinagem, Solda, Tratamento e Revestimento em Metais;;3;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos;Forjaria, Estamparia, Metalurgia do Pó e Serviços de Tratamento de Metais;Serviços de Usinagem, Solda, Tratamento e Revestimento em Metais;;24;21.0;3;281;0.010791366906474821;26.61904761904762;2025;Outubro
21.418918918918919;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;;;;;;;;;;2025;Outubro
74.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos;;;;;;;;;2025;Outubro
126;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos;Aparelhamento e Outros Trabalhos em Pedras;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos;Aparelhamento e Outros Trabalhos em Pedras;;0;1.0;-1;44;-0.022222222222222223;126;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos;Fabricação de Produtos de Minerais Não-Metálicos não Especificados Anteriormente;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Aparelhamento de Pedras e Fabricação de Outros Produtos de Minerais Não-Metálicos;Fabricação de Produtos de Minerais Não-Metálicos não Especificados Anteriormente;;1;0.0;23;0;23;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;;;;;;;;;2025;Outubro
48;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;;0;1.0;33;0.03125;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;;0;1.0;-1;7;-0.125;47;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;;2;-0.3333333333333333;1;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;Fabricação de Artefatos de Concreto, Cimento, Fibrocimento, Gesso e Materiais Semelhantes;;1;0.0;15;0;96;;2025;Outubro
12.44;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Produtos Cerâmicos;;;;;;;;;2025;Outubro
12.44;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Produtos Cerâmicos;Fabricação de Produtos Cerâmicos Não-Refratários para Uso Estrutural na Construção;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Produtos Cerâmicos;Fabricação de Produtos Cerâmicos Não-Refratários para Uso Estrutural na Construção;;25;-24.0;240;-0.090909090909090912;12.44;;2025;Outubro
22.295454545454547;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Vidro e de Produtos do Vidro;;;;;;;;;2025;Outubro
22.295454545454547;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Vidro e de Produtos do Vidro;Fabricação de Artigos de Vidro;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos de Minerais Não-Metálicos;Fabricação de Vidro e de Produtos do Vidro;Fabricação de Artigos de Vidro;;42;44.0;-2;907;-0.0022002200220022;22.295454545454547;2025;Outubro
33.125;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Brinquedos e Jogos Recreativos;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Brinquedos e Jogos Recreativos;Fabricação de Brinquedos e Jogos Recreativos;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Brinquedos e Jogos Recreativos;Fabricação de Brinquedos e Jogos Recreativos;;1;;;;;;2025;Outubro
13.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;;;;;;;;;2025;Outubro
13.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;;2;1.0;1;14;0.076923076923076927;24;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;Fabricação de Instrumentos e Materiais para Uso Médico e Odontológico e de Artigos ópticos;;9;8.0;27;0.42105263157894735;3;;2025;Outubro
39.666666666666664;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;;;;;;;;;2025;Outubro
234;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;Fabricação de Equipamentos e Acessórios para Segurança e Proteção Pessoal e Profissional;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;Fabricação de Equipamentos e Acessórios para Segurança e Proteção Pessoal e Profissional;;0;-1.0;10;-0.090909090909090912;234;;2025;Outubro
0.8;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos não Especificados Anteriormente;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos não Especificados Anteriormente;;5;5.0;0;46;0;0.8;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos não Especificados Anteriormente;;6;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos;Fabricação de Produtos Diversos não Especificados Anteriormente;;11;;;;;;2025;Outubro
36.166666666666664;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;;;;;;;;;;2025;Outubro
14.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos Farmacêuticos;;;;;;;;;2025;Outubro
14.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos Farmacêuticos;Fabricação de Medicamentos para Uso Veterinário;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos Farmacêuticos;Fabricação de Medicamentos para Uso Veterinário;;1;4.0;-3;75;-0.038461538461538464;14.5;2025;Outubro
79.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos Farmoquímicos;;;;;;;;;2025;Outubro
79.5;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos Farmoquímicos;Fabricação de Produtos Farmoquímicos;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Farmoquímicos e Farmacêuticos;Fabricação de Produtos Farmoquímicos;Fabricação de Produtos Farmoquímicos;;5;2.0;3;76;0.0410958904109589;79.5;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;Fabricação de Produtos e Preparados Químicos Diversos;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;Fabricação de Produtos e Preparados Químicos Diversos;Fabricação de Produtos Químicos não Especificados Anteriormente;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;Fabricação de Produtos e Preparados Químicos Diversos;Fabricação de Produtos Químicos não Especificados Anteriormente;;1;;;;;;2025;Outubro
15.666666666666666;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;Fabricação de Sabões, Detergentes, Produtos de Limpeza, Cosméticos, Produtos de Perfumaria e de Higiene Pessoal;;;;;;;;;2025;Outubro
15.666666666666666;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;Fabricação de Sabões, Detergentes, Produtos de Limpeza, Cosméticos, Produtos de Perfumaria e de Higiene Pessoal;Fabricação de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Químicos;Fabricação de Sabões, Detergentes, Produtos de Limpeza, Cosméticos, Produtos de Perfumaria e de Higiene Pessoal;Fabricação de Cosméticos, Produtos de Perfumaria e de Higiene Pessoal;;6;6.0;0;201;0;15.666666666666666;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Têxteis;;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;;;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;;1;;;;;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;Acabamentos em Fios, Tecidos e Artefatos Têxteis;;1;0.0;1;3;0.5;;2025;Outubro
;Botucatu;Indústria;Indústria geral;Indústrias de Transformação;Fabricação de Produtos Têxteis;Fabricação de Artefatos Têxteis, Exceto Vestuário;;;;;;;;;2025;Outubro
